class,TIC_ID,TESSMagnitude,StarTemp,StarRadius,StarLuminosity,NFluxRegions,PPPeriod,TransitDepth,TransitDuration,TransitEdgeTime,PlanetRadius,StarGap,StarMass
not,350345393,0.507196072706826,0.794966691339748,0.54660172680983,0.534737746504912,0.333333333333333,0.489949622661017,0,0,0,0,0.718113975576662,1.10586576161033
not,78110891,0.28153891069517,0.669133974833457,0.449918777259933,0.269637882854857,0.333333333333333,0.0127011639689131,0,0,0,0,0.545115332428765,0.932069581645099
toi,405454160,0.6073031217223,0.612879348630644,0.486548651702515,0.299480963961756,0.333333333333333,0.27930785382177,0,0,0,0,0.467774762550882,0.956815388173755
not,77206826,0.346006206680291,0.736565507031828,0.442757375456069,0.317436206242525,0.333333333333333,0.0241306697163219,0.147282091499414,0.996528009342561,0.00266123275570586,0.312139718495965,0.637822252374491,0.970825416533694
not,328465904,0.632216347141575,0.0303478904515174,0.0350905238219828,0.00062238693663309,0.333333333333333,0.50309316089501,0.706734201968348,0.993941936454612,0.03416879882591,0.149226024866566,0.330393487109905,0.150317202394652
not,301049767,0.206182891620982,0.760942511719714,0.57943583978563,0.540770819057194,0.333333333333333,0.136892326175381,0.0156174194116008,0.995239046204521,0,0.128283921861636,0.671336499321574,1.1089693385816
not,339771969,0.450643916047621,0.469775474956822,0.385627168934674,0.111443635431044,0.333333333333333,0.343750145824556,0.131765355552078,0.997726261226343,0,0.262894716824171,0.271031207598372,0.747760507820783
not,279088442,0.574831587028687,0.565275104860597,0.372610254478751,0.143672266065313,0.333333333333333,0.13659119011249,0.190974837225062,0.998035706079489,9.42913491770087e-05,0.307624497961177,0.402327001356852,0.796614309830073
not,32636530,0.261480736583731,0.599309153713299,0.417113990724794,0.192731952486598,0.333333333333333,0.158183574985184,0.112462681935145,0.995079725672475,0.234042667168879,0.259345693269314,0.449118046132972,0.857157508222235
not,149971828,0.383030027789492,0.844312854675549,0.699122219379027,0.94129383849779,0.333333333333333,0.0036571845732546,0,0,0,0,0.7859565807327,1.27368122004803
not,281498595,0.199835641915637,0.695618060695781,0.464806833635702,0.307544973058055,0.333333333333333,0.0249829775085633,0.0230068155368664,0.996658581002898,0.00145688365889874,0.128584283101833,0.581526458616011,0.963183233398967
toi,219195044,0.726668180491128,0.205280039476931,0.193350948365338,0.0156034099713299,0.333333333333333,0.018101873649554,0.16242592084391,0.996501087196705,0.000246837241795288,0.171020148768641,0.0898914518317503,0.460089190790227
not,140894354,0.312193856035294,0.75806316308907,0.642683196812043,0.644728603036361,0.333333333333333,0.0595970468706596,0.0688060609194298,0.998536524689747,0.682578473483735,0.29514154761479,0.667377883310719,1.1587680787084
not,270582021,0.196559293260237,0.453478904515174,0.359051663412965,0.0936464292352991,0.333333333333333,0.052484752657115,0.0312134161325706,0.997099085697973,0.00257962949409341,0.120630367123872,0.24862618724559,0.716062532835962
not,278895338,0.539689233464171,0.547248951394029,0.404931442257101,0.155927705083289,0.333333333333333,0.382657566263748,0.206695310490125,0.997973106563599,0,0.342954331667239,0.377544097693351,0.813036741913805
not,272546396,0.400676895794812,0.717493214902541,0.543053802518049,0.42818209142672,0.333333333333333,0.385782463375877,0.172792027361254,0.997891802387686,0.00890619624404652,0.403118810931184,0.611601085481682,1.04615510146764
toi,307210830,0.496223007969204,0.130767332839872,0.101932382428287,0.0046127205230704,0.666666666666667,0.518607593754114,0.141921808102015,0,0,0.106146207938882,0.192333785617368,0.296997031383098
toi,451606970,0.563315708091392,0.583123612139156,0.460642479061784,0.24896144144889,0.333333333333333,0.155038373380349,0.265917506828426,0.995385814428955,0.023329639653764,0.433803278580334,0.426865671641791,0.913693456769782
not,369395755,0.17527924654794,0.593634344929682,0.382967088258211,0.164169683736711,0.333333333333333,0.407639757407916,0,0,0,0,0.441316146540027,0.823545445381515
not,396697919,0.510233453357987,0.137675795706884,0.166866872335103,0.0079676026723477,0.333333333333333,0.13250338945871,0,0,0,0,0.182835820895522,0.370714420741259
not,279571543,0.457001978784831,0.657537626449543,0.457133081662637,0.267877699943548,0.333333333333333,0.0126057728171272,0.0991983059463211,0.997886295226772,0,0.263230668079085,0.529172320217096,0.930547156234191
not,375064476,0.315545895913755,0.76806316308907,0.741973324439563,0.857442718024713,0.333333333333333,0.369194207895122,0.147642964344178,0,0,0.491842811932564,0.68112618724559,1.24433001809475
