TICID,Period
269849068,0.06759300497933061 d
31747723,0.03390391005678465 d
13349647,0.12797368289267816 d
30938252,0.02138692274459091 d
220536421,0.0848136134080051 d
13021029,0.08380544654268192 d
21628045,0.01690927227115001 d
150098542,27.29911985952501 d
77371445,106.72974896534879 d
150359982,0.06458437502973041 d
348992095,10.20158528266463 d
453100417,0.014818321190987065 d
177386111,0.016999776828621836 d
48188920,1.1306194130227896 d
149423694,0.02164295450641368 d
141712654,0.016309455591277576 d
38699545,0.03231262975316991 d
167455128,0.017273303073129766 d
220408233,0.022200743384242196 d
141974066,0.0658590384611235 d
271598242,0.020312637190235128 d
380025752,0.02984258382239503 d
21826078,0.06792951489444414 d
181804752,0.06844471071918624 d
38759499,0.016017161479994723 d
40104085,0.06252706067787439 d
425997655,0.06856995209960541 d
277103955,0.07417006417911402 d
63354191,0.018167499338093657 d
309402106,0.08369753199926333 d
300515837,0.06998330852971357 d
38510324,0.05920098409560283 d
413376180,0.12315624616390199 d
349478970,0.03099709315671463 d
33716196,0.017022497387593122 d
167247077,102.01564566255027 d
348755723,0.06474403907577353 d
183307030,0.02923099047881427 d
231733039,0.05352503135575707 d
260503393,2.8225667524349953 d
231824922,1.4892265710553867 d
290131778,3.2776808524354504 d
280830734,0.014964021666701677 d
375059587,0.06835546144545265 d
141810080,0.8023702895988316 d
278991580,0.016577159201782852 d
53601817,0.015798945018847092 d
372848061,0.03459826023042517 d
358508351,597.1817653668772 d
79748331,0.01476121771304329 d
238949890,0.015613154175645592 d
140998116,0.02455587858676712 d
279675528,111.53469360172767 d
300704368,0.0670123896778831 d
259592530,10.408935951053012 d
77897915,0.0640174877976972 d
219238451,0.07221388058221491 d
24694579,0.0700519230556672 d
334034005,0.040028286890143136 d
259886373,0.022103917650386957 d
41226271,0.06631158900386686 d
294328158,0.0571745070414665 d
278895705,0.016168027668322395 d
260003140,0.059100333678285585 d
29960110,0.03415560901896922 d
206402318,0.07617028114747214 d
141527965,0.019424152401611033 d
118079187,0.05576012087680763 d
140688941,0.07339268275191194 d
403802333,0.025781602782001627 d
120916706,0.0696198169005832 d
14091704,0.08503034058754684 d
350153977,0.05534848495081025 d
260418789,0.059071004615639765 d
281909674,0.0363984635851631 d
294099086,9.521460826668596 d
152825519,0.07433268160828448 d
300244634,0.029490383878626104 d
237924601,0.07160522957131837 d
391903064,0.06927050758152807 d
319259194,0.0740824589205465 d
306896502,0.0691497800615988 d
300442914,0.06405732579011399 d
260303793,0.06349331896974394 d
38697111,0.07263850570405711 d
278267347,0.07469010500674125 d
290474796,0.07234975304300686 d
286865921,4.95262766727883 d
382160146,0.06949981417714078 d
306934657,0.06555738101488419 d
335499997,0.08664616058307013 d
317281689,0.01649543391294359 d
150440079,0.06984638679109857 d
410153553,0.07710644210293512 d
389663831,0.027056738255640457 d
308245695,0.06742667749229556 d
200322593,0.053870137783979345 d
38707423,0.06358375041326311 d
468880077,0.023526449259854896 d
349973650,0.06814687232844682 d
167367237,0.1426507261317581 d
309659126,0.1241450255766915 d
237934953,0.06948769671620227 d
381979901,1.0828061445403416 d
167653919,0.057010182087720684 d
33910267,119.01824474355983 d
453082318,655.1800857973499 d
294927880,714.1093518139073 d
41859985,0.03025381219090977 d
55526602,0.05646138532714232 d
53952985,0.07429493068062523 d
122612091,0.09234079098746531 d
38459686,0.10237888080261451 d
140599284,0.061249630230906515 d
89257479,0.08788616329638109 d
231089952,0.06255336653445379 d
79748331,0.01476121771304329 d
220473037,0.06861903464236871 d
97409519,0.19839580097707885 d
289600366,0.07120126660821091 d
459970307,0.022568028066656975 d
29344935,0.06991226412962705 d
231927723,0.03151927785537949 d
234825296,0.015795417239499603 d
150065109,0.03252961040944913 d
212376204,0.061206174959166734 d
40082634,0.014024737881731864 d
423529214,0.0631708391404373 d
350743714,1.5518415381249955 d
406343361,0.06620872273402718 d
278683844,0.016097685870818234 d
270578038,0.05902153484078025 d
143821943,0.020125754171978268 d
260079188,0.06391383703872835 d
55652896,2.3035781297552633 d
125646423,0.06467601260151747 d
167601498,0.05571591790839741 d
271640350,0.0929588205135507 d
167123931,0.07276535189853822 d
150098860,0.022498501559372566 d
141334793,0.057396318427756096 d
141765836,0.035278605029503446 d
32001054,0.023629570614531952 d
167120830,0.05763668152742111 d
302608071,0.022473410141044273 d
281459670,1.5834482686659292 d
55272404,0.06835543563415412 d
41232835,0.11969915828106802 d
33864387,2.2029523334786307 d
318937509,0.10492564622271928 d
33985272,0.06349251452238362 d
150300935,0.0594892890007151 d
149930946,0.05931633700241223 d
350335178,0.06291157296219657 d
388104525,2.4986444344987175 d
121025936,0.0648184387808658 d
142086813,39.672755927698645 d
150185586,0.057184658132450716 d
149305070,0.07071789879023653 d
207144299,0.018120828957197417 d
170766454,0.06733725745840011 d
300088321,0.06288944335293906 d
300443029,0.06926392507690025 d
344926234,0.05851678922117021 d
219150008,0.020156575763284747 d
350581003,0.058062382090707965 d
100990000,0.057821470962302744 d
24924439,0.0170604911652008 d
7446418,0.06741753724919926 d
167797530,6.736882475776499 d
290183543,0.05931738352953735 d
201878287,0.08368973772617995 d
271725395,0.06300597183244547 d
350341830,0.05897829409810263 d
11654435,0.06482962334084433 d
382198673,0.06048709262555538 d
147283842,0.02058646275556681 d
263003176,0.021209075310458774 d
106344480,0.08746988826077393 d
38843897,0.05338366026572884 d
142875660,0.053899447465876583 d
219379012,0.016744808674936527 d
306509308,0.03489084788884044 d
149971113,0.0657317148540625 d
279740163,0.07156659714412718 d
197792776,0.06302399657428256 d
279160488,0.05512656358421549 d
220411510,0.016195521286332934 d
349154160,0.06154537487600922 d
219376911,0.01558156567807196 d
178249461,0.022668514004328982 d
372889339,0.05900082707181577 d
20178111,0.05827730455192292 d
263052434,0.0634708857966717 d
232022864,0.0673487489539184 d
146846569,0.0565836639277358 d
427352241,0.05796419584202705 d
14091633,0.7885769259211822 d
31374837,0.07000212313541863 d
294981566,0.03111175897702718 d
350584963,0.05784134526555189 d
300292124,178.52741628635852 d
299943844,0.07280889280618816 d
167719618,0.06803635254754191 d
268181496,0.05939451369088901 d
277099094,0.0686115864533311 d
237917630,0.03643769918418382 d
147950620,0.10053850177101263 d
423454257,0.035871644727882526 d
294092966,0.0902256163654162 d
55651278,0.059415023997142574 d
150359212,0.07287574488310238 d
219380984,0.019149783640627832 d
149154577,10.34942954732455 d
42071226,0.06708445872318965 d
149390565,0.023162099627105175 d
374997123,0.0223676468260445 d
175180796,0.033641732100241656 d
341411581,0.0674018583451582 d
167600516,0.023138047126913114 d
294754396,0.06486005952512094 d
382066186,0.0678360957933833 d
445822015,0.033202011112708464 d
271971130,0.06322912229270196 d
62569281,0.03064051572103429 d
220436792,14.58840609933292 d
231097055,0.060811487792800746 d
428657118,0.01886356462114297 d
67772871,0.014226748183448422 d
220475913,0.014054404489927912 d
7491362,0.06407811190748447 d
350619392,0.06619477746669296 d
41364284,0.16830296927559296 d
55368763,0.03205157998693628 d
83092282,3.1943221623748457 d
382101865,0.06322919857847406 d
307928622,0.018071855668420296 d
349924664,0.03577024603645081 d
279476396,0.06026749406963796 d
219369255,0.061724356960044253 d
234345288,0.06612122472349702 d
142086812,714.1096066509922 d
389920950,0.0539597196449122 d
122220263,2.825636867015203 d
278898692,0.05819488858299811 d
273864083,0.016954479474861797 d
350820812,8.02369970895695 d
64071894,0.06742954823611752 d
260266449,0.07090749536414975 d
358290020,0.05847187137798592 d
111991770,3.681327700464023 d
265488188,238.03647359428865 d
